X1	Y1	P1	X2	Y2	P2
811.94	813.91	813.39	812.87	813.00	819.00
822.00	818.00	810.26	809.74	809.22	807.23
806.27	807.19	805.20	803.20	801.21	799.21
799.31	798.89	797.72	794.63	792.97	792.24
792.55	785.66	781.19	781.66	779.72	775.62
777.01	776.95	783.88	784.98	785.32	785.12
785.28	784.05	783.39	785.22	787.79	788.99
792.02	793.82	797.04	798.47	800.16	801.38
802.87	805.60	808.24	812.20	817.18	822.28
825.80	828.90	832.73	837.03	839.57	842.39
845.59	849.25	852.37	855.51	859.58	858.80
860.19	863.93	862.99	860.50	860.77	855.59
850.65	845.68	843.30	842.69	840.70	838.34
836.53	834.87	833.21	830.00	828.48	826.96
825.44	823.92	822.40	820.88	819.36	817.84
816.32	814.80	813.28	811.62	809.96	807.84
805.14	803.14	801.69	799.72	797.63	796.13
794.29	793.62	792.28	790.84	789.76	787.62
786.88	786.34	785.88	784.29	783.50	781.99
783.59	785.49	786.12	788.05	791.56	798.25
798.61	796.84	795.95	797.02	797.54	794.71
793.03	792.74	796.65	799.84	801.79	803.40
804.01	804.61	805.21	805.82	806.42	807.02
807.63	808.23	808.83	809.05	809.29	809.91
812.26	816.08	818.27	819.36	820.05	822.06
824.36	825.81	827.43	829.10	831.59	833.61
835.67	837.38	838.97	841.23	841.57	842.84
844.68	845.17	846.66	847.88	848.32	850.23
852.66	853.36	854.67	855.07	857.27	857.68
858.48	858.68	859.27	859.74	861.14	861.74
862.39	862.75	862.82	862.72	862.62	862.54
862.62	862.78	863.07	863.30	863.40	863.50
863.61	863.92	864.27	864.46	864.46	864.60
864.68	865.16	865.11	865.39	865.58	865.79
865.40	865.03	864.87	864.76	864.47	864.73
864.67	864.64	864.52	864.58	864.75	864.93
865.00	865.13	865.18	864.97	864.81	865.37
866.31	867.86	868.98	870.24	871.38	873.63
876.99	882.60	885.78	889.60	892.61	897.21
898.97	899.38	899.11	898.72	898.59	898.53
897.53	895.99	894.07	892.42	890.67	888.95
887.37	884.73	882.81	879.34	876.33	873.70
871.00	869.23	866.46	863.79	861.33	858.96
856.37	853.72	851.16	848.75	846.24	843.40
841.93	839.60	837.60	834.83	833.72	831.02
830.15	826.18	822.20	818.15	814.10	810.27
806.29	802.82	802.06	801.82	801.07	798.83
795.21	792.48	788.54	782.33	775.06	770.62
766.64	762.63	758.62	755.28	751.50	746.51
744.48	745.37	741.25	732.30	728.03	728.80
726.84	728.54	735.92	739.37	739.61	740.67
740.13	745.92	746.07	748.12	750.40	753.69
754.25	757.57	760.67	771.87	774.98	773.08
772.92	769.25	765.90	764.63	762.26	761.41
761.68	761.93	762.25	762.29	762.63	762.99
762.28	762.81	763.68	766.93	769.68	770.18
768.00	777.83	786.32	787.57	789.47	790.41
792.99	795.69	798.22	801.42	804.03	806.54
808.11	810.34	812.93	814.84	816.62	818.15
818.82	819.27	819.72	820.18	820.63	821.08
821.53	821.99	822.44	822.89	823.34	823.80
824.25	824.70	825.81	827.80	830.88	833.40
834.14	836.34	840.97	841.01	839.47	839.37
838.87	837.69	836.76	834.67	831.00	827.43
825.14	821.57	816.31	812.51	808.76	805.01
802.59	800.17	797.74	795.32	793.00	790.07
788.55	787.03	785.51	783.99	781.64	780.06
780.57	776.30	772.38	768.90	765.48	763.09
760.29	757.15	754.00	751.86	749.70	747.12
744.13	741.73	738.89	735.96	733.23	731.06
728.04	725.16	724.06	723.22	722.99	722.29
721.35	720.17	718.81	718.50	718.21	717.05
715.64	716.04	717.47	720.02	718.51	724.55
730.01	732.44	735.39	737.44	738.59	741.12
743.60	746.54	749.26	751.96	754.48	756.32
759.40	760.65	761.36	763.88	766.52	766.32
766.00	767.00	766.19	766.29	765.84	765.10
764.89	765.70	767.68	772.48	774.81	777.99
781.83	784.93	786.06	788.67	791.28	793.89
796.50	799.11	801.72	804.71	808.38	812.38
815.85	820.02	822.06	826.01	829.62	834.14
837.26	841.76	846.47	849.97	853.79	857.05
860.12	863.17	866.45	869.60	873.02	875.47
877.22	879.25	880.84	879.30	878.73	878.30
877.80	877.27	876.37	875.10	873.89	873.57
873.29	872.32	870.55	866.99	862.88	860.52
859.57	857.67	855.33	852.45	847.67	842.85
838.01	835.17	832.32	829.39	827.08	823.25
821.62	818.80	815.83	813.29	811.33	811.34
811.85	812.50	812.68	812.19	810.75	808.95
807.89	806.40	803.98	801.08	797.17	795.16
792.68	790.15	787.48	784.03	781.28	780.02
777.45	774.65	770.94	767.24	764.79	762.13
759.65	756.63	753.58	751.45	749.70	747.54
745.17	742.14	740.80	739.72	738.47	736.10
736.13	734.59	735.77	743.06	743.87	743.24
744.50	742.75	745.73	751.19	752.81	756.19
760.22	764.35	768.47	771.85	773.75	776.83
781.53	782.08	781.22	781.44	781.43	782.07
784.39	787.34	791.25	795.74	798.91	802.62
805.61	808.66	810.53	812.68	814.14	815.69
818.79	822.70	826.93	829.68	833.69	836.40
840.03	843.92	846.06	847.61	848.28	849.32
853.56	855.52	859.41	860.55	863.36	861.54
860.11	859.49	858.96	858.22	857.41	855.56
853.84	852.76	851.80	850.84	849.89	848.93
847.87	846.27	843.43	842.05	841.64	840.73
838.89	837.04	835.20	833.27	831.35	828.00
826.31	824.87	823.44	822.00	819.55	817.85
815.93	814.00	813.09	811.25	809.40	808.40
807.49	806.57	805.02	803.48	802.37	801.17
799.71	800.00	798.36	795.16	794.84	793.79
792.27	790.97	789.94	788.75	787.18	785.70
784.06	781.78	779.50	777.50	775.94	773.73
770.17	766.66	763.59	761.20	758.93	756.03
753.29	750.79	749.14	747.39	744.67	743.24
742.58	743.94	744.98	747.71	748.90	749.58
749.71	751.32	755.49	758.45	760.27	761.72
762.40	763.72	765.75	768.38	769.47	771.62
773.28	773.89	775.76	777.65	779.36	782.13
784.69	786.32	788.31	789.89	790.76	792.50
793.56	795.18	796.38	798.18	799.58	800.34
800.16	799.62	799.31	799.40	799.65	799.90
800.29	800.42	800.42	800.40	800.40	800.11
799.98	799.85	799.07	796.77	792.35	786.73
782.33	775.01	769.08	766.68	764.70	765.97
767.65	772.09	771.20	773.57	773.16	772.76
772.35	770.28	768.32	764.94	762.10	758.48
755.45	752.07	749.20	748.99	752.57	757.45
760.84	764.47	765.60	767.46	768.31	772.05
776.37	782.24	787.61	791.94	794.42	796.64
798.46	802.20	805.13	809.76	814.36	817.10
819.58	822.97	825.77	828.85	831.22	833.54
836.02	838.14	839.91	841.74	843.03	844.62
846.35	847.51	848.35	849.14	851.47	854.65
858.07	859.81	862.93	865.35	867.77	869.22
870.50	871.93	873.68	875.99	877.31	878.63
879.77	881.17	882.41	883.86	885.00	885.69
886.85	887.84	888.91	890.05	891.52	892.75
894.43	896.10	897.21	897.76	897.67	896.99
896.83	896.70	896.60	896.60	896.59	896.64
896.79	896.98	897.04	897.12	897.35	897.52
897.62	897.78	897.93	898.21	899.37	902.02
905.88	909.92	911.81	914.23	917.63	918.86
919.51	919.12	919.17	919.24	919.88	920.05
920.35	920.99	921.50	921.27	920.61	919.80
919.20	918.53	917.24	915.33	913.35	912.19
910.36	907.25	903.96	901.84	900.49	898.19
896.97	893.97	890.46	887.80	884.53	881.88
879.56	877.33	875.41	873.82	872.50	870.09
868.45	866.86	865.27	862.87	861.38	860.07
857.60	853.45	849.81	846.87	844.42	839.53
836.01	834.90	831.99	828.84	825.36	823.72
821.89	817.25	813.78	811.29	809.23	807.21
804.91	802.72	800.38	798.28	793.95	790.83
788.82	786.88	783.36	780.47	779.12	777.65
775.99	772.97	780.75	782.60	780.47	777.86
777.99	778.50	781.21	783.66	784.57	785.15
786.41	789.99	791.18	791.90	792.58	792.92
793.98	796.10	797.15	798.19	807.29	807.66
808.03	806.00	809.00	814.00	817.50	821.00
814.00	813.63	811.01	811.39	811.76	812.80
813.85	813.81	813.06	811.53	811.31	811.59
810.43	811.03	812.29	810.36	812.29	811.24
810.84	813.14	815.33	816.22	815.03	814.10
814.11	814.01	813.68	814.05	813.56	814.95
815.17	815.83	816.49	817.45	818.80	819.58
819.81	820.43	821.60	823.01	824.56	825.77
827.10	828.43	829.76	831.09	833.32	834.90
836.49	838.07	839.65	841.23	842.95	846.08
847.05	846.81	846.35	846.01	845.38	844.12
844.01	843.90	843.79	843.26	842.71	841.72
840.66	839.62	837.83	834.87	832.33	831.15
829.13	825.84	824.93	823.49	822.53	821.56
820.60	819.63	815.43	811.42	809.54	806.21
802.70	799.67	797.50	795.16	791.61	788.66
787.55	785.46	784.53	784.74	786.52	788.14
790.64	793.47	795.82	797.01	799.71	801.40
804.29	807.93	810.25	812.53	816.84	820.17
825.09	827.02	829.85	834.50	837.13	839.48
840.96	843.12	843.78	844.36	843.92	843.57
842.59	842.23	841.32	837.34	833.76	832.23
830.96	830.11	829.27	828.42	827.58	826.74
825.00	824.20	823.40	822.60	821.80	821.00
820.83	819.98	819.14	818.30	817.45	816.61
816.14	815.35	814.82	814.53	814.53	813.37
812.44	811.27	811.83	810.61	809.73	809.00
806.90	805.53	804.50	803.06	802.02	802.50
802.76	803.05	803.42	805.70	806.60	808.01
808.64	810.12	812.17	813.67	816.80	819.51
821.64	824.11	826.64	829.02	831.99	833.66
836.40	838.13	840.37	841.79	843.52	844.86
847.73	848.87	850.75	852.83	854.60	856.36
857.96	859.70	861.72	864.05	866.16	868.17
869.79	872.07	875.28	878.94	882.91	886.21
890.39	894.10	897.45	899.10	900.23	901.92
903.03	902.97	903.73	905.14	906.33	907.88
909.91	912.60	916.36	921.56	925.63	928.92
935.24	937.68	939.79	941.81	944.61	944.97
948.62	949.09	954.14	953.21	950.15	948.26
946.77	944.63	941.07	939.10	938.10	937.79
937.09	936.62	937.30	937.73	936.07	932.87
931.07	929.68	928.02	924.92	924.09	922.52
919.77	918.12	916.84	914.00	911.32	909.47
907.24	905.30	903.35	901.57	899.53	897.09
893.95	890.09	887.22	884.51	882.14	879.32
876.58	873.70	870.91	868.28	864.42	861.95
859.81	857.75	855.93	853.99	852.41	850.78
849.38	848.01	847.42	846.25	845.60	844.46
843.33	842.66	841.92	841.22	840.04	839.01
836.63	835.50	834.48	833.47	832.45	831.46
828.98	827.42	825.94	825.57	827.12	827.26
827.39	827.52	827.65	825.71	825.02	823.44
821.63	818.43	816.03	813.41	812.63	812.41
813.08	814.10	815.86	818.39	822.34	827.43
832.68	836.27	839.73	842.36	844.60	846.31
848.35	851.50	852.67	853.87	855.41	858.10
861.30	863.33	865.30	866.72	868.33	870.19
871.26	871.83	872.48	873.70	875.21	876.94
878.07	879.27	881.59	884.91	887.17	889.97
892.52	894.75	897.07	899.27	901.34	903.24
905.64	907.51	909.54	911.83	913.71	915.02
915.97	917.11	917.65	917.26	916.03	914.60
913.50	912.82	912.14	911.31	910.19	909.31
908.02	907.12	906.46	905.90	904.73	904.79
905.30	906.26	907.53	908.92	910.36	911.91
912.79	913.53	914.71	915.60	917.01	918.43
919.68	921.17	922.55	924.47	925.82	927.30
929.04	930.62	931.61	933.40	933.68	932.69
931.00	928.63	926.84	925.32	924.42	922.31
921.99	921.85	921.78	921.25	921.06	921.47
921.28	920.58	920.35	920.20	920.05	919.88
919.64	919.27	918.91	918.82	918.39	918.07
917.81	917.80	917.76	917.32	917.13	914.82
911.41	908.37	905.02	902.16	899.32	896.41
892.17	887.87	883.97	878.88	874.74	871.21
866.62	862.95	858.89	855.02	852.50	849.46
846.58	843.67	841.31	838.01	834.17	830.89
827.74	823.33	818.69	815.97	813.09	808.79
805.83	803.60	801.81	798.64	796.18	794.82
792.37	788.43	781.43	775.55	770.84	766.79
762.97	759.40	756.01	753.43	750.71	748.76
746.21	743.87	741.87	740.10	737.99	733.58
731.31	727.78	725.45	722.99	720.93	718.60
716.43	714.16	712.29	710.32	709.36	711.88
715.48	719.34	722.88	726.68	730.70	734.63
737.96	741.45	744.62	747.97	751.16	754.15
756.79	758.82	762.08	764.81	769.71	773.48
778.66	783.28	788.65	794.92	800.57	806.47
812.56	818.91	824.93	831.09	836.20	841.87
846.15	851.43	856.18	860.93	864.98	869.03
872.78	876.17	879.13	882.82	886.03	888.49
890.60	892.89	894.98	897.00	898.89	900.86
902.74	904.48	906.43	908.28	909.99	911.46
912.80	914.39	915.52	916.85	917.89	919.06
919.89	920.73	920.71	920.18	920.15	919.89
919.71	919.04	918.31	917.34	916.69	915.82
914.08	912.10	910.30	908.66	907.62	906.44
905.32	903.97	903.74	902.85	901.61	899.94
898.07	896.41	894.49	892.33	890.48	888.73
887.14	884.82	881.43	879.49	876.97	874.59
872.83	869.57	868.37	865.34	863.01	860.46
858.26	855.47	852.74	851.12	849.45	846.62
843.96	841.29	838.62	835.26	831.90	828.54
823.51	820.31	817.11	816.04	814.65	811.47
807.37	807.10	804.83	802.75	798.95	795.49
791.52	788.90	786.67	785.22	784.07	782.30
780.05	777.51	775.24	773.15	771.86	769.28
764.81	759.97	755.47	752.35	749.96	747.79
745.61	743.82	742.34	741.12	739.53	737.39
735.62	733.26	730.14	726.96	724.62	722.76
722.31	721.84	721.88	721.11	720.34	718.25
721.27	721.94	727.73	725.96	726.02	730.93
734.27	734.71	735.85	738.99	739.06	740.65
742.89	744.36	749.06	751.75	753.64	755.96
759.65	762.73	766.49	769.26	772.64	776.09
778.73	782.53	786.48	790.44	793.79	798.50
802.76	806.59	810.60	814.61	817.42	820.11
823.33	827.07	830.26	832.79	834.90	837.42
838.25	838.77	839.80	841.01	841.68	842.55
844.24	846.23	848.66	850.98	854.86	859.00
865.45	871.92	876.61	881.49	885.30	887.79
889.27	888.90	888.17	887.74	887.31	887.30
886.43	885.30	884.18	883.06	881.93	880.81
877.67	874.55	872.80	871.53	870.20	868.81
867.72	866.32	865.49	862.92	858.69	855.82
853.38	850.80	846.98	843.50	840.93	839.08
835.35	832.45	829.21	827.89	827.23	826.94
826.65	826.49	827.56	829.21	831.07	832.87
834.61	836.12	838.17	840.34	842.73	844.82
847.10	849.53	852.01	854.24	856.97	861.70
867.93	871.42	877.21	882.12	883.45	886.09
886.26	885.08	883.44	881.19	880.01	878.57
877.10	874.92	872.07	869.29	867.49	865.03
862.86	860.04	858.64	856.03	854.27	853.17
851.54	849.98	848.31	846.10	843.32	841.76
838.20	835.08	830.96	828.53	827.18	826.36
826.08	827.43	829.06	831.45	832.66	835.18
837.15	839.37	841.85	844.87	848.56	853.18
858.18	863.24	868.02	872.31	876.44	880.08
881.89	885.85	888.20	890.32	892.88	893.95
894.38	894.67	894.72	894.46	895.74	896.73
897.74	898.73	899.56	900.47	901.13	902.18
902.90	903.53	904.22	904.91	904.71	907.38
906.58	905.02	903.95	902.53	900.62	898.34
895.06	893.25	891.36	889.45	886.90	885.52
883.71	882.04	880.86	879.71	877.44	873.74
870.78	866.62	862.08	859.26	855.87	852.71
850.04	846.48	844.28	842.40	840.48	839.09
836.87	834.78	833.37	831.69	828.14	823.85
821.31	818.91	815.15	811.33	808.82	806.52
805.12	802.36	799.44	799.06	799.77	801.56
803.35	803.32	805.35	808.08	809.35	809.18
809.08	810.39	813.36	815.39	817.01	818.69
820.52	822.87	824.60	828.30	831.27	837.00
840.00	843.33	846.75	848.88	851.00	857.00
860.00	861.00	860.95	863.92	864.28	863.83
864.44	863.76	863.67	864.05	864.61	864.49
864.91	865.41	865.58	865.65	865.95	866.66
868.76	870.34	872.40	874.43	876.32	878.20
879.92	882.14	884.21	886.92	889.09	890.67
893.61	895.07	896.83	899.04	900.89	902.34
903.78	904.81	906.35	907.54	907.93	908.01
908.10	908.44	908.71	908.95	908.98	909.48
909.58	909.86	910.29	911.03	911.82	912.70
913.35	913.70	913.57	914.03	914.42	914.69
914.81	914.82	915.10	915.29	915.47	915.80
915.85	915.44	913.68	912.37	911.27	910.24
908.95	907.79	906.58	905.47	904.32	903.34
902.29	901.46	900.68	899.96	899.54	898.92
898.58	898.18	897.59	897.21	896.81	896.33
895.92	895.36	894.93	894.14	892.56	890.86
889.59	888.77	887.90	886.98	886.58	885.87
885.50	885.15	884.52	884.30	883.75	883.50
883.21	882.76	882.50	882.21	881.57	881.32
879.73	876.90	871.14	863.35	857.78	852.25
847.48	842.65	837.85	834.58	831.81	830.27
829.03	827.90	826.79	825.69	824.70	823.78
822.90	821.97	821.07	820.19	818.51	814.97
811.94	808.92	805.36	802.25	799.66	796.74
794.35	791.92	790.01	787.89	784.66	783.25
781.52	780.25	778.58	776.73	771.65	764.18
757.49	752.18	746.67	742.45	738.43	735.13
733.21	735.43	737.52	739.59	741.24	742.43
742.41	740.56	741.59	741.57	741.00	741.06
741.13	741.19	741.26	741.32	741.39	741.45
741.44	742.41	743.28	744.00	744.17	745.25
747.00	745.06	740.65	737.07	731.88	727.22
724.15	718.96	713.18	708.46	704.88	702.12
699.11	696.77	694.54	691.38	689.05	687.21
684.35	682.05	681.31	684.82	689.57	694.10
699.91	700.00	703.00	711.00	712.00	710.42
708.85	707.27	705.69	704.12	702.54	700.96
699.39	697.81	696.23	694.89	694.27	693.88
693.03	692.33	691.46	690.50	689.55	688.72
687.83	687.22	686.42	685.66	685.11	684.55
683.89	683.31	684.25	684.76	684.33	683.84
683.14	682.35	681.35	680.35	679.12	677.97
677.08	674.26	669.18	664.44	657.58	652.67
649.04	644.57	638.83	633.42	629.27	626.92
623.10	618.11	615.42	611.59	607.69	604.91
598.14	590.95	580.41	572.26	563.65	554.93
546.67	538.58	532.07	528.66	530.08	533.44
537.99	543.97	548.10	552.03	555.82	559.89
563.49	568.41	572.13	574.62	580.04	588.28
598.63	604.37	610.61	618.06	623.02	626.42
631.21	637.25	642.76	647.86	652.55	656.38
659.83	663.42	666.08	666.66	665.10	660.86
656.83	652.14	648.05	645.13	641.31	634.76
624.62	616.28	605.66	597.86	587.05	573.31
563.56	552.78	539.83	527.01	515.56	504.21
492.08	483.20	473.55	464.79	455.89	447.53
439.56	432.54	425.49	419.24	413.31	407.76
402.94	397.70	392.80	387.78	384.44	380.03
377.50	376.64	378.32	380.18	382.47	384.92
387.26	390.07	393.19	398.03	405.19	410.08
416.67	425.42	431.99	439.14	445.08	450.74
456.76	466.87	472.06	476.64	484.05	489.00
493.74	499.02	503.19	507.52	512.28	517.69
524.75	531.77	540.01	547.42	557.60	564.41
573.08	582.54	591.19	599.84	608.30	616.84
624.08	630.81	637.66	643.59	649.26	654.46
661.72	666.60	671.80	678.67	681.40	686.07
690.44	696.32	698.69	702.21	706.37	710.31
713.75	717.42	720.71	723.39	726.85	729.48
732.50	735.54	738.06	741.09	743.58	745.79
751.26	754.64	760.50	767.19	773.38	778.74
783.88	789.38	793.94	799.34	803.09	807.38
811.04	814.24	817.42	820.19	822.83	825.10
827.28	829.13	830.49	831.72	832.30	832.38
832.19	831.83	831.88	831.56	830.97	830.27
830.26	830.45	829.89	828.29	827.63	826.68
825.61	824.45	823.73	822.01	820.62	819.33
817.95	816.48	815.03	813.82	812.32	811.07
809.54	808.25	806.84	805.64	804.50	803.46
802.16	800.05	796.57	792.07	788.16	783.98
780.36	777.15	773.76	770.68	767.79	765.06
762.89	761.60	761.32	761.61	762.14	762.25
763.25	763.60	764.29	765.04	765.74	766.15
766.50	767.04	767.41	768.01	768.40	769.47
769.72	769.97	770.21	770.46	770.71	770.96
771.20	771.45	771.73	772.08	771.78	772.02
772.04	772.23	772.20	772.01	771.79	771.40
771.01	770.62	770.22	769.83	768.98	768.07
767.02	766.25	765.97	765.47	765.15	764.61
764.15	763.67	762.84	762.79	761.98	761.42
760.59	760.67	761.68	763.37	764.41	767.06
768.84	770.05	771.65	773.76	776.39	778.59
780.56	783.28	787.05	791.22	796.04	800.33
804.47	808.20	810.50	811.42	811.70	811.69
811.59	810.93	809.76	808.46	807.31	806.14
805.15	804.16	803.17	802.62	801.42	800.65
799.47	798.50	797.38	796.21	794.67	793.52
792.25	790.85	788.67	786.83	782.96	779.08
776.56	774.02	771.54	768.97	767.50	765.85
764.19	762.93	762.14	760.89	759.66	758.53
757.76	756.66	755.59	753.37	751.44	749.15
747.05	745.36	743.50	741.67	740.22	738.78
737.66	736.61	735.91	735.30	735.57	736.61
738.06	739.40	741.67	743.70	745.92	747.90
750.31	751.80	753.29	753.61	754.70	753.36
753.00	754.51	756.36	758.55	759.17	761.01
763.51	765.05	767.10	769.40	770.46	773.93
776.80	778.04	781.75	783.84	785.88	787.54
791.29	794.72	797.63	801.37	805.07	807.83
812.08	815.00	817.97	821.73	824.50	828.88
832.49	835.77	839.91	842.52	845.92	848.97
851.60	854.28	855.98	857.93	859.59	861.50
863.56	865.53	868.12	870.64	873.00	875.23
877.70	879.62	881.85	883.46	884.99	886.74
888.43	890.02	891.49	893.08	895.05	896.37
898.17	899.75	901.62	903.09	903.94	904.82
905.90	906.97	907.82	908.61	909.38	910.10
910.91	911.52	912.04	912.71	913.70	914.40
915.10	915.83	916.49	917.39	918.43	919.49
919.96	919.87	920.05	920.55	920.63	920.44
920.42	920.83	920.46	919.50	918.50	917.89
916.96	915.11	912.27	909.92	907.79	906.01
903.61	901.12	898.01	894.79	892.02	889.37
887.20	885.06	883.48	881.07	879.48	877.40
875.95	874.67	873.43	871.82	870.18	868.56
867.68	866.30	865.63	865.05	864.43	863.64
862.31	860.56	859.48	858.30	855.60	853.15
850.33	847.81	844.58	841.50	838.45	835.60
832.35	829.52	826.24	823.41	820.11	816.19
812.02	808.50	805.35	801.83	797.14	794.21
789.77	786.77	784.25	781.74	779.38	776.58
770.89	764.78	757.03	749.83	742.98	734.24
726.98	720.57	714.63	708.84	704.51	699.67
693.81	690.55	690.40	691.72	695.47	698.83
700.88	703.78	705.29	706.75	707.99	708.62
708.80	708.34	707.80	706.41	705.35	704.20
703.22	702.17	701.01	699.91	698.95	698.02
697.06	696.29	695.36	694.76	694.30	693.65
693.39	693.00	693.00	693.00	693.00	694.00
697.00	699.00	698.52	698.01	697.34	696.00
696.00	696.00	695.61	695.13	694.92	695.00
697.00	698.00	698.88	699.19	700.46	702.21
703.82	705.14	706.38	707.56	709.06	713.87
714.90	716.26	717.21	717.76	718.88	719.15
720.12	720.99	721.08	720.98	720.76	720.17
719.47	718.76	718.05	718.43	716.68	717.00
717.32	714.62	712.00	710.00	706.52	704.43
702.68	700.70	699.41	699.17	698.94	699.80
700.77	702.16	703.79	705.29	706.98	708.33
709.06	708.92	709.32	710.55	710.09	712.15
715.45	719.18	720.82	722.81	724.60	726.39
728.18	729.97	733.24	735.17	737.10	739.03
740.95	744.69	749.07	752.64	755.52	758.28
761.86	765.58	769.00	772.01	776.12	778.19
781.21	783.25	785.16	786.46	788.23	789.99
790.87	793.33	797.39	798.70	799.46	799.74
800.16	800.50	800.77	800.49	800.40	800.01
798.99	798.61	797.70	795.28	791.32	788.40
783.77	781.44	782.51	785.33	787.26	788.54
790.10	791.13	791.45	791.13	791.46	791.82
792.60	793.13	792.10	791.32	785.88	783.18
778.48	774.18	769.76	766.43	760.08	755.78
748.32	746.88	745.87	744.52	745.01	745.69
746.46	747.52	748.07	746.84	743.40	739.98
737.30	733.39	730.61	728.71	727.07	728.60
728.87	730.70	734.12	737.53	740.95	745.67
751.70	756.88	762.07	766.42	771.05	775.81
777.84	777.81	777.11	776.66	777.07	774.79
770.83	766.87	762.90	757.95	752.34	747.03
737.52	731.70	726.43	722.91	720.37	718.08
715.54	714.17	712.12	710.17	708.36	707.17
703.86	701.69	699.36	698.28	695.68	693.61
691.35	688.17	685.87	683.44	681.07	678.30
679.39	685.31	690.38	695.12	696.12	699.05
702.88	707.02	711.23	716.23	719.72	728.28
740.26	749.70	756.80	762.76	768.32	771.33
779.73	782.45	781.39	779.42	778.22	774.63
768.36	764.64	761.39	751.52	745.70	742.95
742.33	735.84	734.31	729.97	726.39	725.29
724.51	723.75	723.65	723.78	723.68	723.88
723.96	723.79	723.77	723.65	723.58	724.57
727.43	730.37	733.75	736.99	738.25	739.78
740.96	742.13	743.00	744.48	745.66	746.44
748.42	749.40	750.49	751.17	752.62	754.01
754.67	754.45	754.00	756.62	755.84	755.77
758.52	761.71	764.45	766.29	767.32	768.13
769.99	771.94	774.23	777.42	782.02	785.22
787.69	790.53	793.46	795.65	798.42	802.54
806.73	810.73	814.72	819.23	824.55	828.71
832.81	837.13	841.15	844.80	848.62	851.22
853.47	857.15	858.86	861.45	863.61	866.01
868.28	870.40	872.94	875.48	877.19	878.88
880.84	883.05	885.54	887.10	888.92	890.52
890.92	891.39	893.09	894.72	895.98	896.68
897.20	898.74	901.01	903.37	905.24	907.40
909.15	910.87	912.15	914.08	915.91	917.41
919.25	920.42	922.13	923.65	925.22	926.80
927.87	929.15	930.42	931.07	931.87	932.63
932.96	933.43	933.66	933.86	933.63	933.21
932.08	931.74	931.64	930.89	928.57	926.98
924.53	921.68	919.44	917.07	918.53	920.90
923.43	926.05	927.62	928.56	929.11	929.78
930.08	930.49	930.68	930.56	931.02	931.52
932.10	931.60	930.10	928.19	927.24	926.19
924.23	921.53	920.26	918.80	917.16	916.80
916.78	915.98	915.05	914.93	914.50	913.88
913.09	913.11	913.15	913.08	913.02	912.78
912.65	912.50	911.69	910.54	909.87	909.17
907.37	905.76	903.78	901.35	898.98	896.77
894.06	891.84	889.45	887.11	884.99	882.24
879.67	876.29	873.08	869.70	867.88	866.20
864.57	862.18	860.22	858.45	857.77	854.10
851.32	848.54	845.80	843.05	840.63	838.78
836.22	834.20	832.42	830.96	828.80	825.94
824.41	822.88	820.67	819.45	816.83	814.68
813.67	811.80	808.40	803.93	799.93	796.24
793.43	790.68	787.22	783.50	779.79	777.84
776.18	773.22	771.32	769.31	768.57	767.65
765.94	763.66	760.03	754.51	750.65	745.68
741.43	735.12	732.38	729.34	727.02	725.96
723.85	722.29	723.12	728.43	730.56	735.01
740.18	741.62	744.68	749.55	753.23	756.00
759.84	763.29	767.08	771.32	774.78	778.67
782.02	786.27	790.73	795.28	798.83	803.39
807.00	810.33	812.86	815.02	815.99	816.90
817.58	818.04	819.12	820.79	822.10	823.41
825.12	827.51	829.32	831.62	834.49	836.36
838.20	840.44	841.93	845.00	848.00	850.05
852.81	854.08	855.59	856.84	858.87	859.99
861.35	862.67	862.51	864.92	865.23	866.01
866.69	867.86	870.10	872.87	874.82	877.00
879.25	881.30	883.03	884.60	885.98	887.70
889.10	890.17	891.81	893.10	894.64	896.27
897.24	898.48	899.88	900.48	900.47	901.00
901.57	902.25	902.91	903.83	904.91	905.01
905.13	905.09	905.27	906.36	906.78	906.18
905.35	905.48	905.29	905.44	906.09	906.83
906.94	907.70	908.74	909.86	909.03	908.51
907.45	906.57	905.41	904.78	902.73	898.89
895.35	891.51	887.60	885.85	882.23	880.25
878.25	876.24	873.17	871.34	869.09	866.77
865.13	862.54	860.13	857.48	854.11	850.12
846.62	841.24	837.93	833.27	830.55	827.27
823.63	820.98	818.33	815.68	815.23	812.89
810.76	810.70	810.53	811.37	810.07	808.44
806.31	804.85	802.32	799.06	795.28	791.96
789.36	787.79	786.88	785.39	784.75	784.14
783.60	783.69	785.00	787.41	790.18	793.39
796.47	800.40	804.21	808.89	812.77	817.05
821.45	823.69	826.74	829.65	832.08	835.00
837.43	840.24	842.33	844.29	846.07	847.68
850.37	852.48	854.72	857.07	859.35	861.74
864.34	866.72	868.91	871.51	874.17	875.88
878.07	880.48	882.95	884.81	887.32	889.42
891.59	893.89	896.03	897.58	899.56	901.62
903.81	904.95	906.28	907.84	909.14	910.02
910.13	910.34	909.99	909.37	908.74	907.79
906.91	906.16	906.02	905.43	903.83	902.13
900.43	898.81	897.03	895.27	893.74	892.25
890.25	887.17	884.26	881.17	878.08	875.55
872.65	870.52	867.71	865.27	862.66	861.01
859.38	858.37	857.64	857.03	857.22	857.71
858.29	858.69	859.02	859.00	859.01	858.69
858.56	858.49	856.68	853.88	851.40	848.28
845.47	841.05	837.46	834.26	829.11	825.38
820.82	817.24	811.99	806.87	801.90	796.88
